feature_set,classifier,cv_method,n_splits,random_state,k_features,mask_mode,accuracy,macro_f1,balanced_accuracy
all_boundary,lr,grouped,5,127,100,raw,0.7233333333333334,0.7453926734977565,0.7535449735449736
